File ID	Sample Type	Tpm_val
71ac888b-0acc-4cfd-a21a-4c9ff8d06bf9	Primary Tumor	82.8186
9c7f6057-8225-4447-adb3-aed12aa974ad	Solid Tissue Normal	145.852
7cb19688-bac4-41bf-b69e-977ac0da0aa1	Primary Tumor	49.4897
505bfb1f-dc96-4f7e-ba2c-8e20eb0e1f6c	Primary Tumor	223.6473
975121d2-ba5d-4b2c-bd50-278311c7144a	Primary Tumor	134.2733
ef2621f5-ec61-42ee-879f-9d7615372a5e	Primary Tumor	11.8711
a8252e2f-1dbd-4f3c-9e11-599a33d6fd24	Solid Tissue Normal	172.7254
8a2d17e2-4ec1-42b6-8825-6d80ffe4b916	Primary Tumor	85.5367
b06a3383-3a16-4f91-91c4-71cad60dae4b	Primary Tumor	178.5021
49453e81-56b8-43b7-b56f-6195038a1142	Primary Tumor	197.8869
7181e057-0ec7-410b-b0fe-ff8de3d14d98	Primary Tumor	448.3325
ace52699-f049-4a11-ab3d-ce3719c62e41	Primary Tumor	207.8288
c69e8ef1-57a7-439a-9b05-66f14b019322	Primary Tumor	60.9561
03680aea-84a2-4775-bb9c-24f8c5907247	Primary Tumor	6.2758
b91d8293-6331-4f76-98f0-335ebce83539	Primary Tumor	108.8333
3c421a7f-8bde-4b4b-90e5-cf0ea11274ab	Primary Tumor	265.6636
aab3583f-37ca-4f2f-8428-aa8eda2c2274	Solid Tissue Normal	134.928
3d08a99f-46c1-4e06-a042-521a54ebbe1e	Primary Tumor	4.8766
2f6e63bb-17bd-4b53-8666-45c7159aa1f4	Primary Tumor	170.5327
6ac6539b-76a3-4b1c-8da3-6d621308454a	Primary Tumor	142.8242
7c802f6c-03bd-4612-835f-c82f6b8f2137	Primary Tumor	244.7247
074b0792-df3c-4b59-9f50-793bc14bcb81	Primary Tumor	12.9809
25f44be3-2e4f-4121-ac23-21bd3866dbce	Primary Tumor	43.1144
765f26d4-120a-459d-90c7-74a8532b407c	Primary Tumor	96.1991
4297f902-2495-48fb-af36-31e61f727215	Primary Tumor	274.4467
4c2a4d47-67dd-4c12-8f3b-1c55eb6fd00e	Primary Tumor	441.9669
8148f34c-1ddd-454a-8761-8b76e97e8534	Primary Tumor	8.9386
7429ab01-a223-4be3-9b41-99100ea06d99	Primary Tumor	2.2599
7a26df49-5d12-4dc2-b686-07e015a415b0	Primary Tumor	311.9432
9db8b103-5f3a-439b-993c-14879744c30a	Primary Tumor	124.9448
24079217-3899-4843-81fc-638293771d93	Solid Tissue Normal	123.8099
aabb1f03-8a4e-4d38-b09e-d9b56b5b921c	Primary Tumor	285.2625
0d1f21df-73b3-4dd0-9ad4-fd5c7a5d2424	Solid Tissue Normal	175.559
359d07bf-89e3-49fd-8237-723ffb299cfb	Solid Tissue Normal	132.1163
736227d9-3cee-40ed-bdec-0e88968ef179	Primary Tumor	311.0943
e21fc8e8-1f42-4c08-a54b-0bcc0f70d816	Primary Tumor	21.0927
2e0c7cfb-2794-4c86-b43e-8215c39186d8	Primary Tumor	141.2844
f2d6b758-501e-447a-a3d0-f899e532ac84	Primary Tumor	54.1643
458042ad-bec8-4433-80da-70f517a440f7	Primary Tumor	147.9915
88885dc7-5edd-4fac-95f8-9586880078a8	Primary Tumor	136.0362
81152340-ffac-4122-8b21-bef3a474a18e	Solid Tissue Normal	88.4901
269a7c8d-f4d6-4f1a-a85b-874934f214b9	Primary Tumor	229.5268
0f01f50f-495a-455d-986d-28c65e345a80	Primary Tumor	287.1157
a777fb14-4498-4f32-bccb-1e8521567302	Primary Tumor	99.8502
f6582ef5-5f6d-41d7-850a-614257c9e3b2	Primary Tumor	114.7283
dc8e99bb-f021-44e4-8c60-213405ee156a	Primary Tumor	147.029
d4778869-f3f2-481b-ab02-65a654128766	Solid Tissue Normal	101.3486
8a898b7d-6f1b-4d2a-9f5d-0751ced1d7bf	Primary Tumor	54.1764
69e97c5b-4c8a-4710-a0f6-48ebfd917f5a	Primary Tumor	36.3315
efb3bf8d-7d14-42d6-8845-e81af909d47f	Solid Tissue Normal	164.225
7a2e7511-e77e-4805-82a3-cb9f5939ed26	Primary Tumor	20.037
911a72ec-dcb3-4454-8f22-7bd4f9d29b21	Primary Tumor	73.2545
3e752bb7-c91d-46f8-ba39-a40e26357b4d	Primary Tumor	116.4884
b9ac77d6-9a1b-443d-8ef5-e8ef2e3008dd	Primary Tumor	115.6761
f4288244-7a1c-4a61-98f6-6c1a06ccde2d	Primary Tumor	2.3916
9ffe0bdc-838e-4715-8fd3-31f032c8f46e	Primary Tumor	387.0599
bdae198f-aedf-46cc-8156-c1ec37eac88f	Solid Tissue Normal	86.3302
9a64a124-9787-4378-ba01-b79aa183f25f	Primary Tumor	135.8866
75473987-65e2-43eb-a5bb-04cb7a40c902	Solid Tissue Normal	119.8977
9a6d8661-241e-4a3e-a6fa-e2eb1962b758	Primary Tumor	75.1289
3ce6800e-9df0-45a7-9e18-7e141911e4e9	Solid Tissue Normal	155.1665
8b26e78c-f162-48fc-8c1b-9628baa3ca62	Primary Tumor	97.4378
929473bf-434c-438e-b16c-c34bfb0b98ea	Primary Tumor	273.2218
8b55c916-963b-41d6-b7ce-7e8ccf958c80	Primary Tumor	185.861
d88c062b-3c19-46e9-92b8-b80f6c3eef56	Primary Tumor	202.5537
b0b5b05d-f782-449d-94cf-8fd74a4bd30c	Primary Tumor	33.336
e585878b-98af-4e3f-b03c-6b5a4e7a202c	Primary Tumor	185.2336
c96036a1-2f21-47fc-a5ea-54389bf26502	Primary Tumor	135.8724
0e6fc8f1-34ca-4f3b-9d71-5a867e5efb07	Primary Tumor	156.4994
4f00f94a-f0db-4840-a230-3bc9866bc184	Primary Tumor	191.5415
8af996d7-2c5e-4d17-b1a5-8751f4784eba	Primary Tumor	19.0135
739b3fc4-0924-4d13-aecc-acc93cb9f486	Primary Tumor	0.0389
41f852c7-01e8-46b3-8082-da2e00a4ef9d	Primary Tumor	40.6737
cab5b00a-9cf2-4e1f-b2f3-93d27b73631e	Primary Tumor	0.2512
a03c9de0-7526-4942-8a7a-5fe03ea191f6	Primary Tumor	35.3595
e6b0ab3e-2b95-4803-91f8-cfa385fe0386	Primary Tumor	18.6336
deddc259-f962-468a-bfcf-60da1e695833	Primary Tumor	74.1673
1529d8e6-10d2-4e7c-bfb1-66820434c835	Primary Tumor	208.4039
29bb005f-53d0-44e6-8626-d6bbe0dba8be	Primary Tumor	90.8249
19bb0296-340e-4594-9a87-4134b15c7187	Primary Tumor	135.0255
661b6fed-d56a-452b-adaa-4b48ee9f4dbb	Solid Tissue Normal	69.4721
bae11f13-84a4-4fe3-b9e4-9d48b74896af	Primary Tumor	113.6048
f201ba16-5cb7-42d0-9865-e413fffa3532	Primary Tumor	93.3546
24fa0c9f-c679-486d-846a-66fbc8d30b0a	Primary Tumor	80.3452
94613d97-0a68-4212-beef-3c97a0b363ef	Solid Tissue Normal	111.4347
0b73f593-b6e8-4897-9b9b-f09e65e436b7	Primary Tumor	402.6764
932ccb56-ad41-40a0-9ab3-21f490c60af5	Primary Tumor	39.8172
0344d3bb-8bb2-459e-bc1f-ba31c7470d08	Primary Tumor	154.2816
7bc6d1c2-7d78-4b67-9c0d-8a836047f721	Primary Tumor	144.5748
db07bd22-cf7a-4504-9491-1bdeb1e14339	Primary Tumor	3.1966
d1a18468-9c02-4d61-8e3e-43a6d23d402e	Primary Tumor	118.3414
4b11527c-fb98-4ad4-aaac-6f0c6c1d185c	Primary Tumor	94.7836
df452e00-a7e9-4045-83fb-623885a542d4	Primary Tumor	140.2122
ef337612-6a73-4c29-a8b0-85557cbeaff4	Primary Tumor	195.7895
94913b2f-256e-4487-90ed-2c9b3869ca6b	Solid Tissue Normal	209.2611
5f4fa91b-489e-4ac9-b685-53952f77bd7a	Primary Tumor	70.2282
a6298ad5-dd68-44f6-85cf-f1d2c7673aa3	Solid Tissue Normal	93.4255
06d5f913-5f62-4200-8a51-26c8fa2052b4	Primary Tumor	140.575
f1b1d4ff-2556-44c0-80b0-1fd3b659c227	Primary Tumor	161.4137
beb3712d-76e3-4c3a-becb-c94048ea8a7f	Primary Tumor	61.9661
b9610938-1f47-4556-ae92-794df8ae6401	Primary Tumor	47.6629
65b91a69-f98e-49b5-8f87-667dd0aeafdf	Primary Tumor	76.9941
f51ce896-53bf-4f3b-ac5f-a499b84a7add	Primary Tumor	294.619
475fdbbb-3d3a-4d56-8d0e-34dfb8cb6346	Primary Tumor	82.9757
ab24be1b-969c-48f2-bc98-8b89bc719b4c	Primary Tumor	299.05
990303de-eff3-4418-b305-9bf63236826f	Primary Tumor	165.0371
60477322-5657-495a-8ce3-4f806acd3dcb	Primary Tumor	189.7079
b7b898c7-f63f-43d3-864a-406e842db2fe	Primary Tumor	3.8939
ad636e79-be59-4821-8303-7d2e7389b22f	Primary Tumor	240.8652
3d6cb261-d0c4-4e98-8918-d7d678cb97ae	Primary Tumor	318.2088
bb69e798-8c83-4c12-b622-3155e1972e6f	Primary Tumor	97.0365
9bd26335-dd71-4821-b7d1-a4e24430fbb3	Primary Tumor	158.6363
7b3f1e0a-2d0a-40a6-9ccd-deb403fd2f16	Primary Tumor	136.2964
8be349eb-2407-4f51-809a-ceb5542e0cf1	Primary Tumor	154.4145
15a57d06-841c-473e-b89e-389f1df3504a	Primary Tumor	198.5831
26c96b62-02b6-4108-9a2d-bec3d880db2a	Primary Tumor	116.0647
140633c2-a8e9-4a2d-a044-082cd099ff98	Primary Tumor	15.9088
895ca581-915e-4057-b66a-dc2d5213d7e4	Primary Tumor	52.0031
12f5eaa4-9f64-4465-bfa6-3d9307e9f980	Primary Tumor	207.3256
58b3d72d-6cff-4c5c-9317-13d88cd17b79	Primary Tumor	134.1174
7f67633b-3eba-4891-94aa-b3e38f6927ae	Primary Tumor	284.9652
07a53d2a-ebf6-4517-880a-064bae5ee972	Primary Tumor	74.4348
36432508-6673-489b-aefe-d172b83abac2	Primary Tumor	222.6885
0766019a-c9b7-4224-973e-f1cfa16082ac	Primary Tumor	179.3548
1e2233cf-4391-433c-9ef0-c215056ad02e	Primary Tumor	309.6648
cc1174cd-f902-46f0-9e69-b285b2b1317c	Primary Tumor	109.6799
44964e02-9283-4a48-a9e4-006a75d4120e	Primary Tumor	177.2168
978939fa-a27f-46ff-9120-7a43e3588b28	Primary Tumor	147.6233
cff4fca2-d0e1-4e90-9d3c-639f995fc9ed	Primary Tumor	55.0541
b7006975-82c2-4fcc-855d-5ef024ef3d4f	Primary Tumor	304.4565
84f2b69e-86e5-4bf6-a11c-289b1971775f	Primary Tumor	0.6984
44d8e988-1a2b-4588-a64a-cf5a6c164e03	Primary Tumor	108.5316
e6543906-a4e3-447c-8040-310979304204	Primary Tumor	232.984
76ac1fee-bf40-463f-a4d8-cb9affe0e7c5	Primary Tumor	8.3606
a71c722c-3483-4910-926d-c79b6c9a4e7d	Solid Tissue Normal	71.7904
a412b415-0692-4adf-8447-067ad69913d7	Primary Tumor	114.9443
5ef157e9-bb3d-4214-a946-f5bc2bbf74b6	Primary Tumor	343.5246
ae037177-0902-4c94-8e3c-632e240d3945	Primary Tumor	256.2236
508c6166-6095-4133-a42a-79d75b0c0e31	Primary Tumor	363.9011
9bf51961-c60a-43df-87eb-a64dae9e4e10	Primary Tumor	103.9942
f7c8bdd7-48f6-4ecd-a4ae-78ffcb2fb28d	Primary Tumor	207.2298
51054c11-8e2f-4f52-bdaf-ebb515508a28	Primary Tumor	76.8876
ed3bcbbc-0f04-415f-a083-e34cefa9e310	Primary Tumor	27.5579
d21e7461-c76d-4ae7-be02-313c3c34118d	Primary Tumor	161.0773
a35c257e-f8b8-4d58-8ecb-92b1b0bc59f3	Primary Tumor	223.9271
4a5c811e-d5d9-48d7-9bcc-4c9dc72df8f4	Primary Tumor	131.2932
ad8bf3fe-2831-4c1c-81f9-c65e09b2d45e	Primary Tumor	164.7253
22cae278-eb88-4685-9ff7-667e53b50a34	Primary Tumor	108.9736
c79162f6-be6e-46b1-aca7-438423fed6c3	Primary Tumor	91.1258
da428df4-37ee-43d6-9090-7b94d67968e9	Primary Tumor	122.7845
2fe6f165-3396-4abd-a0cd-07968d826828	Solid Tissue Normal	164.7582
3361d7bc-344b-44b2-97bd-ac0dc79b221f	Primary Tumor	49.0613
9f0a9ce9-6258-4a82-84c1-dc017a7eb760	Primary Tumor	194.0758
05fa4573-6ca5-40dc-a48b-ec847b7c58ad	Primary Tumor	51.4986
2fa40914-d149-4f67-aa78-64723258314f	Primary Tumor	111.3828
32046abb-8476-4e4f-8090-1ce003107490	Primary Tumor	0.0584
82a68e91-48cc-400b-8520-4abcbff1a163	Primary Tumor	201.3713
9f01664c-19be-4841-afb4-297483d22ec8	Solid Tissue Normal	223.2211
1aff8a31-97b2-4bde-ac5a-f3a958bf74dc	Primary Tumor	208.2765
a5e1a78c-7e7a-41e8-8c45-872028f6b5a0	Primary Tumor	204.5226
fe20855f-d3ce-4e02-b2dd-3df15eab44bf	Primary Tumor	57.9022
593e91b8-cbcd-4dbf-95ed-9dce881a430b	Primary Tumor	148.3234
8dbb93bd-bf45-4148-acdb-6609d5c4a1e3	Solid Tissue Normal	192.0217
4b98f37e-33fc-4bf0-b6cd-4c900bcc9d2a	Primary Tumor	163.4569
64101504-305f-4c62-bc27-40493e3c9575	Primary Tumor	92.5093
e9d3cac1-3a16-4e21-8fe8-a4944ce82cb8	Primary Tumor	50.6758
d3986831-ba2a-4a25-8eb0-b074cbd7edac	Primary Tumor	159.5652
9940e2a8-6a68-4482-a1bc-2a6edb7d52cd	Primary Tumor	200.8017
7d27e93b-f225-4b30-91b7-5b968d04d783	Primary Tumor	99.3715
66e79734-9053-4f61-9a32-bee376f5dab0	Primary Tumor	70.42
7671d2c4-d6da-46d5-8ef0-baab496456d2	Solid Tissue Normal	109.9179
5a37129a-9672-4fda-8576-e7de1db7b2c2	Solid Tissue Normal	61.767
14d76abd-84f2-4875-8d03-5a27b4505715	Primary Tumor	142.7924
a43e0f24-382c-431f-9bdb-94b3fa5c52a1	Primary Tumor	34.8516
4e27513c-172b-4d19-a397-ade6df353e6c	Primary Tumor	401.9273
df86c451-62c7-43bc-9b11-463181a5a98a	Solid Tissue Normal	150.7721
1c9ada61-d900-4498-9ef1-14a91212faf6	Primary Tumor	116.9185
ce886e9b-2167-486f-8d8a-d4fec39d86c9	Primary Tumor	139.3256
5601dc73-ba9b-4f53-95ef-5fc3de23640c	Primary Tumor	181.1399
a135a2b4-bc6a-4dd6-baa9-f08ab2d4971a	Primary Tumor	197.1113
85feefbe-6aad-430b-a882-c71e4a5d1e07	Primary Tumor	151.7203
36c7d3a4-193f-49fd-b367-e7aacc4eebe2	Primary Tumor	104.7005
2c81c69f-e08a-4586-b3f9-33d4af417d1f	Primary Tumor	192.5077
6c20a899-c806-46d0-b744-a26e53a9cb45	Solid Tissue Normal	107.5069
f2dbb2df-c98b-42d1-9fad-9708bc42fa03	Primary Tumor	147.1518
a4c14abb-5b10-41df-9da5-39f1ee194b7c	Primary Tumor	372.1516
72d9c332-92e3-4f9c-899d-1de9969b1bd6	Primary Tumor	16.9306
443ccb95-79d0-47ea-9915-18d5bc10eac4	Primary Tumor	98.5895
af2c7fc6-003d-4c41-bba5-95a005699a57	Primary Tumor	117.3811
32876f27-f304-4be0-8881-f9842a9fbb67	Primary Tumor	76.2587
2281a9d6-bd48-418a-9ad1-04b06a251e47	Primary Tumor	191.2915
dba9c344-546c-49db-91df-abd25ae4b0cc	Primary Tumor	124.7783
dcff773b-20f4-4c90-9a3f-78ef2e0f484e	Primary Tumor	110.1357
45fe5e83-1e4a-4e0a-ac03-62ef32a90e77	Primary Tumor	133.104
055fcce9-7448-4a16-ad18-d235dac7ce97	Primary Tumor	46.4158
7f9624e7-0e7b-4a2b-8413-1737f0f7c1d0	Primary Tumor	152.543
53b14fb6-9f29-412a-921b-49e270fa2039	Solid Tissue Normal	153.5506
775f63d2-d752-4d68-abc1-129fce5c3301	Primary Tumor	78.3581
e0ff7e04-078a-46a4-ac8c-8a287c1d608e	Primary Tumor	114.3937
82e982fc-138a-48f8-8127-fb20caa019a2	Primary Tumor	176.796
a62db40f-4e4f-496c-84ed-ab9500b89757	Primary Tumor	110.1824
fd52d8a9-e044-4f17-861a-9780752b20ee	Primary Tumor	222.3154
4bd86df0-6768-4741-8d01-51fe34dd57fd	Primary Tumor	305.868
e8da0b02-8b75-4a85-b91a-6f8d1582a95c	Primary Tumor	35.4184
75719c78-9935-40e0-bd30-1f8eec34badf	Primary Tumor	42.3342
5edfb99b-ef38-4f97-a59b-efea8738442c	Primary Tumor	163.96
69933ac8-e7a7-43b6-8231-2ecb35f88d52	Primary Tumor	2.5869
bb5264e1-0dbf-4b28-9fbe-0a8602c13369	Primary Tumor	214.3087
6bec00ac-81d0-4f29-bb4d-99102992914c	Primary Tumor	244.2796
23ab7447-ba7a-4947-bacf-2c0b209b38cf	Primary Tumor	124.9315
2a7831f2-aa57-4e6f-92b3-0a7a727d5637	Primary Tumor	73.9522
667a9066-debb-4f43-94f7-3277e66d8991	Primary Tumor	119.6213
555bdfe8-80bb-46db-80f1-421038f5c2b4	Primary Tumor	195.7234
c2accf79-6461-4082-b201-c6f881dc6ea2	Primary Tumor	250.651
deb2d529-5ea7-4a41-be07-f9239d7ac759	Primary Tumor	28.0232
d84121c5-5421-43a4-825a-40f357ecc97b	Primary Tumor	126.1215
18be89fe-3383-45a2-9c0e-b1246e88c82d	Primary Tumor	97.624
a308da6a-7eec-4a96-8884-d6ea49637744	Primary Tumor	144.8034
de38d138-723c-4256-98f4-2788f7cf1e87	Primary Tumor	437.6417
df504497-a30e-4a11-a62f-dcb46e741dfb	Primary Tumor	48.5061
0ece8b9b-d1c3-4f03-b70d-6bc06c6f52ce	Primary Tumor	280.0042
d23c89e5-b295-40b7-a5e8-ee1d4a584dd4	Primary Tumor	284.7654
bbb70a6e-a91c-4c67-9ec0-b33185ab4f8d	Primary Tumor	88.2971
f8cee5c6-bfd7-439d-8ba7-20ee2dfa5d68	Solid Tissue Normal	134.0847
aca8bace-37c5-4ec0-958c-13907ae97d1f	Primary Tumor	220.4357
9796354a-6ac6-466b-a82b-f1e9785bc447	Primary Tumor	515.3424
3baa9c28-dfb3-4ec3-9e3c-1d2f1421b00f	Primary Tumor	185.4622
bbea4239-0ce8-4540-8818-d73d076b3aa6	Primary Tumor	45.971
77b2c8e8-d630-4b66-be6e-db594df4e0ec	Primary Tumor	358.1589
dfc3bc40-b667-4f75-a932-4074c0b0c408	Primary Tumor	1.3849
2ab0f01f-2f66-4489-9de7-2a0d61b6ea04	Primary Tumor	78.8933
e3339500-9481-4a24-a3b8-65b86dabc920	Primary Tumor	148.1362
87d1edd3-df03-4046-a888-86baa85639b6	Primary Tumor	164.0363
d54e9279-578f-40cd-8e55-fbd7af5279dd	Primary Tumor	110.1572
40e350a6-fda3-43ff-9405-bda7a7c534ae	Primary Tumor	72.0115
1bcb7da3-a08e-4f9d-a960-fe7bdfe4222c	Primary Tumor	0.0773
15998b11-5041-4e2d-94d9-cf714c796c13	Primary Tumor	295.8639
320660cd-100a-4f5a-a604-4de3ced7f042	Primary Tumor	232.667
9ffe8343-d98f-4c5f-b29a-cbcbdac0c008	Primary Tumor	138.8623
1f911a28-0d7a-4f57-b358-cc6277b2008b	Primary Tumor	178.2917
cba15984-128b-4bd9-8202-14afbf1f74b2	Primary Tumor	116.764
9ee64463-e09f-4983-b83d-a6a5481cab9a	Primary Tumor	215.589
87b32d0a-6e9c-466d-a563-688142d3df95	Primary Tumor	40.7029
129f7ee5-6342-4a24-9317-d52462ce6a70	Primary Tumor	455.5733
13f74ba9-96c5-4074-9589-3ce0e183c0e9	Primary Tumor	56.7747
89bdfb20-8991-4bc4-b112-6e9be096b566	Solid Tissue Normal	148.7453
0e9c2659-4131-4274-b0b4-3e191239f5f3	Primary Tumor	15.3356
e173308d-ac80-4c15-9b0e-e5cb09321a56	Primary Tumor	197.0147
db5e9553-ca85-4dcd-9229-2ac1ba208d52	Primary Tumor	93.9389
360ebab8-859c-4286-b613-befa0fa306f0	Primary Tumor	178.8651
89bf9c33-c1b4-4786-821f-802cf36eed43	Primary Tumor	162.8833
883bbed6-0216-48c2-9694-5dba83ce65c7	Primary Tumor	66.7947
3973bbdc-bc07-4deb-955b-3c40e88a68be	Primary Tumor	260.5647
52d91ece-345c-4c5d-800a-121955b93c66	Primary Tumor	232.7751
665a7af8-9c2d-4a31-9a22-da89fc7107b2	Primary Tumor	94.294
54a00dd0-503f-471f-88e4-8d6fcdcf8483	Solid Tissue Normal	97.1475
fc757476-1d31-470b-b648-79608b201bdc	Primary Tumor	92.8319
16dc015e-0f5b-4278-a0cb-9ae30a280161	Primary Tumor	237.6113
6b6751a5-2dad-4bb4-bfae-b2239770fad8	Primary Tumor	123.2189
bb64143e-c48a-45c7-914b-4ec5bcea9e27	Solid Tissue Normal	147.3341
bca264e4-3883-409f-ad4e-f56f81c7c93e	Primary Tumor	222.0535
c36f84e5-8c59-46fe-af32-7f70684383b2	Solid Tissue Normal	212.9343
8be16a1a-383f-4365-b1e5-139b1625e3ce	Primary Tumor	102.3088
e1638627-67cc-44f9-9a79-6748968a06af	Primary Tumor	69.4853
afdf58d1-5814-4e78-a92e-26fbcc97da32	Primary Tumor	168.287
692a5c89-8f1a-4e23-a490-b092c6bb37c5	Primary Tumor	17.1615
8b071bf3-0d85-4aba-aa46-d0800dcc8640	Primary Tumor	0.6197
09fb135f-1c19-45d6-ae31-a8c32a0e06bf	Solid Tissue Normal	85.7795
e4bb1f41-bf42-43f3-aba5-98f3a02a7e03	Primary Tumor	76.8616
385d903b-bab4-4c2e-8334-3a304d1a56fa	Primary Tumor	0.8969
62560d5c-0cae-4fc7-820a-9c1236eb2c80	Primary Tumor	111.3361
d52fa71c-9f59-407e-8481-d0ac47ba88b2	Primary Tumor	0.8142
668d7295-629a-496a-b525-b5b8157baf11	Primary Tumor	172.9357
987832ae-aab4-430f-abc1-8783736fbe69	Primary Tumor	60.5208
c48eecc3-0099-4dd4-b319-f13ad65bdc7e	Solid Tissue Normal	77.9651
51847dea-489f-4df9-84f8-26a6f2579620	Primary Tumor	130.384
4c37a5fe-812f-42ac-aa56-259b31df6894	Primary Tumor	418.3205
ea47f0f6-aad1-4149-afb6-2026f64935f5	Primary Tumor	90.3305
b5b3c685-304f-4279-904a-c86c18f61576	Primary Tumor	269.0827
6feef177-114c-4285-b242-481fe0aea551	Primary Tumor	205.9666
614afd6a-05ff-4914-896c-3ac4280e510d	Primary Tumor	1.2868
87b1a89f-591c-4d6b-929d-2eae2951740e	Primary Tumor	276.3007
239d18cb-2886-48a0-9a3d-76558819dabd	Primary Tumor	155.0794
5eefc0d2-90b4-495f-803b-cfe9f158b980	Primary Tumor	102.6881
3362c701-3af3-4947-983a-6039b67d1526	Primary Tumor	83.2017
ece9f585-2710-4e10-b292-c5fbf588eda9	Primary Tumor	239.1267
c2371da5-868b-4788-91ec-c9d4bd8d8085	Primary Tumor	152.327
656fd74d-49d8-40a5-8eb9-dac0fbe4ea2d	Primary Tumor	167.1716
12272d02-341e-43a2-aa23-7232a8dde730	Primary Tumor	214.4918
fdcad604-c1b4-40ff-a652-3c1e5fe5f9a1	Primary Tumor	40.0289
8cdb3ed5-5922-4833-b255-30d9322f8fe9	Primary Tumor	142.5255
db0caa6a-e863-4dad-a911-0c69127be9df	Primary Tumor	160.1184
08d83462-5fcb-40c6-9d44-dbc42faa4df6	Primary Tumor	126.0898
1ab1279d-7ccd-4450-8de8-9987bf6627dd	Primary Tumor	36.3549
7abd9747-a947-4b15-b51c-c82cda9f065c	Primary Tumor	72.0202
f8670621-43a9-491c-81b7-8999ca9975a7	Primary Tumor	233.5496
63a884f4-0d20-4cb5-b485-72e066b6490f	Primary Tumor	2.2243
38ec487d-0a4a-4287-9c14-4bfdb959b402	Primary Tumor	119.1768
45d4b468-9089-46fd-8b5e-ad80a5148abd	Primary Tumor	81.1609
9ad544f6-b684-4a97-8d05-f812267962bb	Solid Tissue Normal	134.7781
